Артикул,url,public_id,asset_id
3232-12,http://res.cloudinary.com/lkhripunova/image/private/s--C2ml1-8m--/v1608229593/palitra/nygupsiwrqjpupkw9fms.jpg,palitra/nygupsiwrqjpupkw9fms,d5abd5bb7c0fa3f21f37d62ca78932a3
1378-38,http://res.cloudinary.com/lkhripunova/image/private/s--6zZyeL58--/v1608229593/palitra/ndbzinmi3rv8a7ghjhiw.jpg,palitra/ndbzinmi3rv8a7ghjhiw,fe16d20865bc710e9a48fc11c40ec853
3242-52,http://res.cloudinary.com/lkhripunova/image/private/s--uSnT8sku--/v1608229594/palitra/kauzjq37neiy8eoveakx.jpg,palitra/kauzjq37neiy8eoveakx,014598551205904840e84b772227a5dd
0738-65,http://res.cloudinary.com/lkhripunova/image/private/s--fAhqHU8T--/v1608229594/palitra/lxpmvpuismecwjyjzz15.jpg,palitra/lxpmvpuismecwjyjzz15,59da4f3b554e4f6406b5906a37f2716c
2178-77,http://res.cloudinary.com/lkhripunova/image/private/s--8HVkcTT6--/v1608229595/palitra/ha9mz88psr4bx4x6tqzz.jpg,palitra/ha9mz88psr4bx4x6tqzz,350a1b3027648dfc713718ca8e2ff17c
1368-15,http://res.cloudinary.com/lkhripunova/image/private/s--dUjVpx3F--/v1608229595/palitra/uqzpaufm44wxthqfzx6k.jpg,palitra/uqzpaufm44wxthqfzx6k,d488bba46ed284431b909984b29b07a2
1361-25,http://res.cloudinary.com/lkhripunova/image/private/s--tD6qRTsT--/v1608229596/palitra/e3jay0rqtj3oxli7nogl.jpg,palitra/e3jay0rqtj3oxli7nogl,6beaaa653951f9ca34382043982fa6b5
523-34,http://res.cloudinary.com/lkhripunova/image/private/s--3gTXe-JU--/v1608229596/palitra/xrluonozaczstqa735ng.jpg,palitra/xrluonozaczstqa735ng,3f103f45424399a9e0da1334efbc6847
1368-28,http://res.cloudinary.com/lkhripunova/image/private/s--azksSG8f--/v1608229597/palitra/xrinqhi6twefge1i7fnh.jpg,palitra/xrinqhi6twefge1i7fnh,5caaf3edfaba79c7486e2dfa58d125a0
1368-14,http://res.cloudinary.com/lkhripunova/image/private/s--WwDkcjJG--/v1608229598/palitra/bpqodup1um3tstmaf6ub.jpg,palitra/bpqodup1um3tstmaf6ub,bc611560e51b322e6a63eb0a1b9d844d
3031-11,http://res.cloudinary.com/lkhripunova/image/private/s--ohBuagFr--/v1608229598/palitra/jioia2eaj5m20fprzwag.jpg,palitra/jioia2eaj5m20fprzwag,d01318001f3be3c4cff3e0fefa334ea5
1362-75,http://res.cloudinary.com/lkhripunova/image/private/s--BoqDxL_q--/v1608229599/palitra/uigqmdqvuz6dcyjodqlz.jpg,palitra/uigqmdqvuz6dcyjodqlz,5df2425581916afac967cdc8a1126a91
3009-01,http://res.cloudinary.com/lkhripunova/image/private/s--rnANUyij--/v1608229599/palitra/t45ffwnytz8ivfqibxki.jpg,palitra/t45ffwnytz8ivfqibxki,0f9ffe8611d4ac575b3ddfe02566adcd
378-55,http://res.cloudinary.com/lkhripunova/image/private/s--SzfOiADy--/v1608229600/palitra/auuydzjopnunsd3ahimy.jpg,palitra/auuydzjopnunsd3ahimy,1e9ab87fe8c4faae6c9ee16f3f852dd4
0741-28,http://res.cloudinary.com/lkhripunova/image/private/s--SNCia6b7--/v1608229600/palitra/tzy2qjiwlh0r5uiar7eh.jpg,palitra/tzy2qjiwlh0r5uiar7eh,2a778b60a4aae8329acff809f0b9d984
394-16,http://res.cloudinary.com/lkhripunova/image/private/s--JSlQc9xZ--/v1608229601/palitra/vupapebkjf2pkjzqm0vs.jpg,palitra/vupapebkjf2pkjzqm0vs,d7fce3da2a46cf657ac444de932220ed
512-14,http://res.cloudinary.com/lkhripunova/image/private/s--J0a5bQVQ--/v1608229602/palitra/s2voq8fhycnfn5anddld.jpg,palitra/s2voq8fhycnfn5anddld,1b72d4f072753f5b4944b765ae98207e
198-45,http://res.cloudinary.com/lkhripunova/image/private/s--CjXgDi4W--/v1608229603/palitra/aaiojlcwupzghwsp5q4o.jpg,palitra/aaiojlcwupzghwsp5q4o,402a61f0015da92d370e8341ccaaf96d
0743-11,http://res.cloudinary.com/lkhripunova/image/private/s--6A-WoCC0--/v1608229603/palitra/hjui9adjmis4alrxrpai.jpg,palitra/hjui9adjmis4alrxrpai,b93932eac2012980b3b1ad47b08e42b8
182-21,http://res.cloudinary.com/lkhripunova/image/private/s--tN3YyUFA--/v1608229603/palitra/wzisalvdbwm2jyu1ge6j.jpg,palitra/wzisalvdbwm2jyu1ge6j,e4cf650d1d460885ee4cb045cc293375
3005-01,http://res.cloudinary.com/lkhripunova/image/private/s--RLwW3zna--/v1608229604/palitra/wlqtu4igbey6qzo44kes.jpg,palitra/wlqtu4igbey6qzo44kes,ba1af7e2483d9715a230918cf2227e86
2169-11n,http://res.cloudinary.com/lkhripunova/image/private/s--wNJvupyZ--/v1608229605/palitra/rwrrklmbx4pgneqwssqi.jpg,palitra/rwrrklmbx4pgneqwssqi,9bbd58e494e6bb209d3753dde59fc161
519-35,http://res.cloudinary.com/lkhripunova/image/private/s--mxq76WFQ--/v1608229605/palitra/zvhgjw2ljghbcvw8dkwl.jpg,palitra/zvhgjw2ljghbcvw8dkwl,ec9e84fc174e2a5fadaed30ff75ca210
731-73,http://res.cloudinary.com/lkhripunova/image/private/s--1Yx0sdUk--/v1608229606/palitra/m4pixom40oy63aa9drcg.jpg,palitra/m4pixom40oy63aa9drcg,4a54b9c3a084bcdbc8184a8bc8ab810c
428-01,http://res.cloudinary.com/lkhripunova/image/private/s--FeAcR5AK--/v1608229606/palitra/uqk3oyciu5avufznkptl.jpg,palitra/uqk3oyciu5avufznkptl,2559ada5b0426e770ac17901e127662d
1364-28,http://res.cloudinary.com/lkhripunova/image/private/s--DoJKQYbE--/v1608229607/palitra/ywc5icly2o5gavbuili3.jpg,palitra/ywc5icly2o5gavbuili3,7511ba42e939797d3e5449ab7da6b440
0734-58,http://res.cloudinary.com/lkhripunova/image/private/s--hHzEIhUj--/v1608229608/palitra/xs7igusqv5srzcep8vey.jpg,palitra/xs7igusqv5srzcep8vey,1ff1acd5f1952064c633f8d1049616c4
351-28,http://res.cloudinary.com/lkhripunova/image/private/s--uptyxmcR--/v1608229608/palitra/paedcilxxe4t7tjle5vw.jpg,palitra/paedcilxxe4t7tjle5vw,b90628cd6e368efe7d56a405e81d1ba7
2169-33,http://res.cloudinary.com/lkhripunova/image/private/s--uZg2iX1F--/v1608229609/palitra/b12v5rrienwtr6khpo0j.jpg,palitra/b12v5rrienwtr6khpo0j,714488ba48fbebcff342328d989a74b8
381-37,http://res.cloudinary.com/lkhripunova/image/private/s--WyfsJqgd--/v1608229609/palitra/ueqizarn0txnzlhpezjo.jpg,palitra/ueqizarn0txnzlhpezjo,358aa01dbbe577a860355e819c3afdfa
0733-55,http://res.cloudinary.com/lkhripunova/image/private/s--OvzQk0W8--/v1608229610/palitra/lqgnqhn1lkz8rxhoa8zc.jpg,palitra/lqgnqhn1lkz8rxhoa8zc,d671f4843bd970b9fd81bd3d83b7305f
721-66,http://res.cloudinary.com/lkhripunova/image/private/s--4RzQi4Yi--/v1608229610/palitra/ojc4plfqr5n6fwah1pds.jpg,palitra/ojc4plfqr5n6fwah1pds,33cd11e032c177cb5cd7984923d5e95f
521-21,http://res.cloudinary.com/lkhripunova/image/private/s--Mv8ePNJn--/v1608229611/palitra/xfotwsituffegi7z4mue.jpg,palitra/xfotwsituffegi7z4mue,8e2d6bb34deab865560148ed92b3131f
714-22,http://res.cloudinary.com/lkhripunova/image/private/s--XCxIITXr--/v1608229611/palitra/kuqnisge4qh5g1qhi3do.jpg,palitra/kuqnisge4qh5g1qhi3do,ce3a8bab07cfdefe7d4d83528cc7ca3a
363-75,http://res.cloudinary.com/lkhripunova/image/private/s--Vs-qrQtF--/v1608229612/palitra/rwj7dzhh4re00ncb2zvb.jpg,palitra/rwj7dzhh4re00ncb2zvb,7cb4eeb00a085644e4579d17c7773eb4
0740-44,http://res.cloudinary.com/lkhripunova/image/private/s--YTTORSpa--/v1608229612/palitra/ulrm8lzcpelxkold1xkn.jpg,palitra/ulrm8lzcpelxkold1xkn,04e95af52d9b94ccfef496fd53ab576d
377-14,http://res.cloudinary.com/lkhripunova/image/private/s--v56nV4Sk--/v1608229613/palitra/vso0uq7gjfnhlqhffan4.jpg,palitra/vso0uq7gjfnhlqhffan4,9850058bc1f88081c8da2f18bc535df8
736-56,http://res.cloudinary.com/lkhripunova/image/private/s--SxX1-j_J--/v1608229614/palitra/zsb4892rfoubdgmoj24l.jpg,palitra/zsb4892rfoubdgmoj24l,405d1846b779d40e8c80b3d97ab16e04
382-76,http://res.cloudinary.com/lkhripunova/image/private/s--9zdJG20x--/v1608229614/palitra/oivizias8zhj3oirpmbm.jpg,palitra/oivizias8zhj3oirpmbm,eca3d3a0ea7311f160d9d390f95cc3f9
725-16,http://res.cloudinary.com/lkhripunova/image/private/s--Q44ZQPLI--/v1608229615/palitra/pcdmnm1kbd30ekg2bfqg.jpg,palitra/pcdmnm1kbd30ekg2bfqg,abf1d71b62adba8c89de5b478f68538e
391-22,http://res.cloudinary.com/lkhripunova/image/private/s--GIoXaWxl--/v1608229615/palitra/qrmblldeebhjp9qzzlth.jpg,palitra/qrmblldeebhjp9qzzlth,bcc21d4da44066ef5c4e14ca73fd12ec
196-44,http://res.cloudinary.com/lkhripunova/image/private/s--xo2wpHkV--/v1608229616/palitra/wkamdqg1r4xp3afwqbcz.jpg,palitra/wkamdqg1r4xp3afwqbcz,64f3c51f9273ed86b1af22011758d597
394-12,http://res.cloudinary.com/lkhripunova/image/private/s--WMuOB9iW--/v1608229617/palitra/cf6uyeo7d5brx6nzlic4.jpg,palitra/cf6uyeo7d5brx6nzlic4,f62313a86778896be48696280fdefeed
1357-21,http://res.cloudinary.com/lkhripunova/image/private/s---ubwBRlS--/v1608229617/palitra/saihlf81dobwoafjj2s5.jpg,palitra/saihlf81dobwoafjj2s5,e5e0a484d2b7134ab1acd07d0246ecdc
1330-45,http://res.cloudinary.com/lkhripunova/image/private/s--n-aNu9ss--/v1608229618/palitra/kjo4ofvqqajd14dhrfzj.jpg,palitra/kjo4ofvqqajd14dhrfzj,e1217fe66a46a487cac3e2236d957c6c
362-21,http://res.cloudinary.com/lkhripunova/image/private/s--Go1jFL9s--/v1608229618/palitra/dgf5rhqkdsd9tqfcybn9.jpg,palitra/dgf5rhqkdsd9tqfcybn9,44fb2e2837e0c8d2844d6d43f459795c
0721-82,http://res.cloudinary.com/lkhripunova/image/private/s--orVI9CK5--/v1608229619/palitra/wd2tbvmjpihvleoifx6c.jpg,palitra/wd2tbvmjpihvleoifx6c,70c3dc477339ca56730cd0a470bbc856
365-14,http://res.cloudinary.com/lkhripunova/image/private/s--ZHWwvwVS--/v1608229620/palitra/ed2cwctxlhshzntg0jxs.jpg,palitra/ed2cwctxlhshzntg0jxs,69617238cad4ea5a4322490b7faff180
715-62,http://res.cloudinary.com/lkhripunova/image/private/s--iy9uOCjN--/v1608229620/palitra/ifnj1tuxbgmmvpv63jqp.jpg,palitra/ifnj1tuxbgmmvpv63jqp,a5101fc9a5176a6df2471dfaa5785705
1365-44,http://res.cloudinary.com/lkhripunova/image/private/s--ZHElGlyG--/v1608229621/palitra/nx7cmawiqimpgz3fa0rt.jpg,palitra/nx7cmawiqimpgz3fa0rt,933610bf467c34b38b3182d5bf4581cd
0746-25,http://res.cloudinary.com/lkhripunova/image/private/s--AY_QcUb9--/v1608229622/palitra/en3yzyvke7ooxpt2exkw.jpg,palitra/en3yzyvke7ooxpt2exkw,094b26b5649d8e8010807751b6be36a3
724-42,http://res.cloudinary.com/lkhripunova/image/private/s--QlzyY5jv--/v1608229622/palitra/xv62p9ks3tgelgz5a1wz.jpg,palitra/xv62p9ks3tgelgz5a1wz,4334977a56b0f5d07e4eb7e81803ec78
2178-66,http://res.cloudinary.com/lkhripunova/image/private/s--xDUnbE66--/v1608229623/palitra/gdxqptyuw34z0je5bhe8.jpg,palitra/gdxqptyuw34z0je5bhe8,e2af5a9e51040c637324678a9a99bba1
701-28s,http://res.cloudinary.com/lkhripunova/image/private/s--c66O96Up--/v1608229624/palitra/ycawfzye9uhveih7ejot.jpg,palitra/ycawfzye9uhveih7ejot,bd93e916da2f21d6b3a074546ebb486f
383-22,http://res.cloudinary.com/lkhripunova/image/private/s--K25hpm4l--/v1608229624/palitra/mbttswxapadrf63wkkan.jpg,palitra/mbttswxapadrf63wkkan,da92fa0bb9bfc7ecafdb7e150031ac1f
353-15,http://res.cloudinary.com/lkhripunova/image/private/s--4iso2htE--/v1608229625/palitra/mhg6q1cicumnhuywjfk4.jpg,palitra/mhg6q1cicumnhuywjfk4,250e5d07b7d5c8a7abc358877cb9d54c
2371-11,http://res.cloudinary.com/lkhripunova/image/private/s--NUKRVWi3--/v1608229625/palitra/nr8lhenwpct4hinajoqj.jpg,palitra/nr8lhenwpct4hinajoqj,598c8501a13135149dc21e429da52200
1366-28,http://res.cloudinary.com/lkhripunova/image/private/s--V5RS-aKf--/v1608229626/palitra/h3xz8tkv9dszjtexzzcw.jpg,palitra/h3xz8tkv9dszjtexzzcw,bd4e55401f513201e2f45b0f2779cda4
368-55,http://res.cloudinary.com/lkhripunova/image/private/s--mZ7nSK8v--/v1608229627/palitra/in6wttpwrtrblmkj5vtw.jpg,palitra/in6wttpwrtrblmkj5vtw,8c7f2dee915de886f435935b6ebd46f4
353-14,http://res.cloudinary.com/lkhripunova/image/private/s--MRtsMuMF--/v1608229627/palitra/suzlmehj4jn63s7jfyea.jpg,palitra/suzlmehj4jn63s7jfyea,68653ea4379cd280049a3560dac46b32
354-21,http://res.cloudinary.com/lkhripunova/image/private/s--65Bmo8SA--/v1608229628/palitra/pakybctxc9op91bpzgsf.jpg,palitra/pakybctxc9op91bpzgsf,5b654905e0a2cae3303a03b4f3fcc608
0736-58,http://res.cloudinary.com/lkhripunova/image/private/s--ZbZ15VR6--/v1608229629/palitra/xyqwmgkgvyaxmjqgdldl.jpg,palitra/xyqwmgkgvyaxmjqgdldl,ce2988e0fc990c222d129491b9bf5037
730-22,http://res.cloudinary.com/lkhripunova/image/private/s--LqCADc2u--/v1608229629/palitra/sspj1f3lmqymnilbxvzc.jpg,palitra/sspj1f3lmqymnilbxvzc,be7295d727183eb2e1ab792573d3c7d5
3191-77,http://res.cloudinary.com/lkhripunova/image/private/s--tlX6ciFw--/v1608229630/palitra/bqshbz7d3mcxzzfkkvnt.jpg,palitra/bqshbz7d3mcxzzfkkvnt,97414d98fba4360353ab40ac9097ff90
1378-28,http://res.cloudinary.com/lkhripunova/image/private/s--QzmE0xZs--/v1608229630/palitra/tgjpf9a72rdpqnukj6dk.jpg,palitra/tgjpf9a72rdpqnukj6dk,b98209b95768fd2743a56b28ec083b9c
712-56,http://res.cloudinary.com/lkhripunova/image/private/s--OLzkwGyU--/v1608229631/palitra/ju4sxadnfrsvtaxdbksz.jpg,palitra/ju4sxadnfrsvtaxdbksz,e69f4dcbb4e31e5a94e8e1788fd5e288
720-27,http://res.cloudinary.com/lkhripunova/image/private/s--1yLOuD4c--/v1608229631/palitra/xyxnisoj6higbhcvmlfm.jpg,palitra/xyxnisoj6higbhcvmlfm,21f5bb16e7a6c7b81a58e18d5fa675b0
182-24,http://res.cloudinary.com/lkhripunova/image/private/s--qlSiaVrq--/v1608229632/palitra/ndguihjooc5qi9bd0mfs.jpg,palitra/ndguihjooc5qi9bd0mfs,87aa0bbeb46bef9dc71b6de1006419de
0743-28,http://res.cloudinary.com/lkhripunova/image/private/s--uyBde24V--/v1608229632/palitra/yrinlrpnimyiysdlci4m.jpg,palitra/yrinlrpnimyiysdlci4m,7ceb7db583b96ce1e9afc743d4be6f4f
0743-14,http://res.cloudinary.com/lkhripunova/image/private/s--WiZsgpHa--/v1608229633/palitra/gsp3dp1ulnniqudkxeax.jpg,palitra/gsp3dp1ulnniqudkxeax,8f48317ae17c26bc19cc5c490084b97e
510-14,http://res.cloudinary.com/lkhripunova/image/private/s--xJfb2hcN--/v1608229633/palitra/ecaaens0cifhsymphp2e.jpg,palitra/ecaaens0cifhsymphp2e,1d424674023fc8a856a958ad87e8cd40
391-23,http://res.cloudinary.com/lkhripunova/image/private/s--nUUmRmAy--/v1608229634/palitra/oagk9ikujkdaa6gne0rs.jpg,palitra/oagk9ikujkdaa6gne0rs,4368f83afc6f50f3c0ce47acdd28d636
736-43,http://res.cloudinary.com/lkhripunova/image/private/s--MRuDG96u--/v1608229634/palitra/gslykr9znbrtq3pdvysa.jpg,palitra/gslykr9znbrtq3pdvysa,3d1842fc90bc1084e9e90bc98d3bf9b9
1363-24,http://res.cloudinary.com/lkhripunova/image/private/s--j2OfPDQy--/v1608229635/palitra/uzln4s2ixbmimcyj113b.jpg,palitra/uzln4s2ixbmimcyj113b,8200dfda6baaae06b49a6a71094c5683
325-21,http://res.cloudinary.com/lkhripunova/image/private/s--psspNMpG--/v1608229636/palitra/u0e0qqlbfu08qwc9t0em.jpg,palitra/u0e0qqlbfu08qwc9t0em,824ee2a9eaa3fd3e19fc435d9ddacc74
395-84,http://res.cloudinary.com/lkhripunova/image/private/s--1FYUKsNh--/v1608229636/palitra/wbmtis6llbuggm1wq1v7.jpg,palitra/wbmtis6llbuggm1wq1v7,8f8c97955c8b69af739f8a868b413513
426-01,http://res.cloudinary.com/lkhripunova/image/private/s--m8fmDBck--/v1608229637/palitra/vifkf4oltnysmqlyutgk.jpg,palitra/vifkf4oltnysmqlyutgk,dbe8631aef6ecb2cfe4ff9a58058e4ce
3033-11,http://res.cloudinary.com/lkhripunova/image/private/s--ZxetElX2--/v1608229637/palitra/srb10luji7pgtj4ysj9f.jpg,palitra/srb10luji7pgtj4ysj9f,e2b8ab0575d0b0086ab481df2784b0ca
304-38,http://res.cloudinary.com/lkhripunova/image/private/s--zGThRCvl--/v1608229638/palitra/cxijtpy7oi4v8wrhbgzj.jpg,palitra/cxijtpy7oi4v8wrhbgzj,7c853ae8d13bb26abbe5ed810663cc63
